name,manufacturer,mass,impulse,thrust,isp,burn_duration,chambers
Stentor 101,ASID,,,112.0,,,1.0
Mockingbird,OSCC,,,165.0,,72.0,1.0
Gamma 8,BSELC,,,234.8,265.0,142.0,8.0
YF-85,TIANJ,,,4000.0,,,1.0
Veronique,LRBA,,,40.0,,,1.0
Veronique AGI,LRBA,,1900.0,40.0,,49.0,1.0
Veronique 61,LRBA,,,60.0,,,1.0
Vesta,LRBA,,7900.0,140.0,,56.4,1.0
Vexin,LRBA,,25500.0,274.0,,93.0,1.0
DS,MITT,,,,,210.0,1.0
MR-111,RRC,,,0.0,229.0,,1.0
MR-103,RRC,,,0.0,227.0,,1.0
MR-50,RRC,,,0.0,228.0,,1.0
MR-106,RRC,,,0.0,232.0,,1.0
MR-125,RRC,,,0.1,,30.0,1.0
MR-107,RRC,,,0.2,236.0,550.0,1.0
MR-104,RRC,,,0.4,239.0,,1.0
MR-104H,RRC,,,0.8,,,1.0
REA 20-4,HASTD,,,0.5,,,1.0
EPBS,JAXA,,,0.4,215.0,,1.0
KZ1-4,ARMT,,,,,,1.0
R-6C,MARQ,,,0.0,,,1.0
TR-500,TRW,,,0.0,,,1.0
SE5-2,RDYNE,,,0.2,272.0,,2.0
Draco,SPXTX,,,0.4,,600.0,1.0
NRL-US,NRL,,,0.4,,,1.0
S-400-12,ASTL,,,0.4,318.0,,1.0
S-400-15,ASTL,,,0.4,321.0,,1.0
ISRO-LAM,VSSC,,,0.4,,,1.0
ISPS,TRW,,,0.4,272.0,,1.0
TR-306,TRW,,,0.4,315.0,,1.0
TD-339,RMD,3.0,,0.4,287.0,,1.0
TR-308,TRW,,,0.4,322.0,0.0,1.0
R-4D-11,PRIMX,,20000.0,0.4,315.5,,1.0
FY-25,SLREC,,,0.4,308.9,,1.0
TQS492-2,SISP,,15000.0,0.4,315.1,,1.0
EAM,ASTL,,,0.5,325.0,,1.0
HBT-5,IHI,,,0.5,322.0,,1.0
BT-4,OSCD,,,0.5,329.6,,1.0
Leros 1,RPEW,,,0.5,314.0,,1.0
500N AKE,IHI,,,0.5,319.5,,1.0
Leros 1b,RPEW,,,0.6,318.0,,1.0
BUS-1 OAT,TRW,,,1.1,,,1.0
RS-2101A,RDYNE,,,1.3,283.0,,1.0
RS-2101C,RDYNE,,,1.3,294.0,,1.0
RS-14,RDYNE,,,1.4,287.8,,1.0
UPS,IHI,,,1.7,321.4,,1.0
Edge,XIDO,,,2.0,,655.0,1.0
SICBM4,RDYNE,,,2.0,,,1.0
LVS,VSSC,,3200.0,7.4,308.0,,1.0
LR101-NA-7,RDYNE,,,5.2,251.0,,1.0
RS-34,RDYNE,,,11.8,308.0,168.0,1.0
OMS,AJGC,,,26.7,316.0,90.0,1.0
Aestus,ASTO,,,29.0,324.0,,1.0
MMBPS,TRW,,,40.0,,,1.0
RS-36,RDYNE,,,55.6,281.0,,1.0
DST-100,KHMM,,,0.1,276.0,,1.0
DST-100A,KHMM,,,0.1,304.0,,1.0
RDMT-100,NIIM,,,0.1,260.0,,1.0
11D428,KHMM,,,0.1,,,1.0
11D428A,KHMM,,,0.1,291.0,,1.0
RDMT-135,NIIM,,,0.1,260.0,,1.0
DST-200,KHMM,,,0.2,280.0,,1.0
DST-200A,KHMM,,,0.2,300.0,,1.0
RDMT-200,NIIM,,,0.2,255.0,,1.0
LK/LOK-40,UNK,,,0.3,,,1.0
11D458,KHMM,,,0.3,252.0,,1.0
RDMT-400,NIIM,,,0.4,255.0,,1.0
DMT-600,KHMM,,,0.6,301.0,,1.0
PDV-ASAT,DRDO,,,,,,1.0
S5.120,ISAEV,,,,304.0,,1.0
OS-M St 4,LYK,,,,,,1.0
RD-869,YUZH,,,2.4,315.5,,1.0
RD-843,YUZH,,,2.4,315.5,,1.0
RD-868P,YUZH,,,2.4,315.5,,1.0
Volga,PROG,,,2.9,307.0,,1.0
SSQ Engine,ARMT,,,3.0,308.0,360.0,1.0
KRD-79,ISAEV,,,3.0,,,1.0
KDU-426,ISAEV,,,3.0,292.0,,1.0
KTDU-417 verniers,ISAEV,,,3.4,253.8,30.0,2.0
RD-0225,KBKHA,,,3.9,287.0,,1.0
Polyot,ISAEV,,,3.9,,,1.0
KRD-442,ISAEV,,,4.1,,,1.0
RD-0237,KBKHA,,,4.9,200.0,,1.0
NII-612,UNK,,,6.0,286.0,,1.0
KTDU-80,ISAEV,,,6.2,302.0,,1.0
YF-50D,CALT,,,6.5,315.3,,1.0
LE-3 (T),STA,,,10.0,,,1.0
RS-18,RDYNE,,,15.6,309.9,,1.0
RD-0236,KOKT,,,15.8,293.0,,4.0
11D416,ISAEV,,,16.4,,,1.0
RD 15A18-BR,UNK,,,18.6,,600.0,1.0
KRD-61,ISAEV,,,18.8,313.0,53.0,1.0
KTDU-417,ISAEV,,,18.9,314.0,650.0,1.0
KTDU-425,ISAEV,,,18.9,312.0,,1.0
KTDU-425A,ISAEV,,,18.9,315.0,,1.0
S5.98M,ISAEV,,,19.6,326.0,0.0,1.0
S5.92,KHMM,,20000.0,19.6,330.0,0.0,1.0
S5.92 (A),KHMM,,20000.0,19.9,333.4,350.0,1.0
S5.98,KHMM,,,19.6,331.9,200.0,1.0
RD-858,YUZH,,,20.1,315.0,,1.0
RD-864,YUZH,,,20.2,309.0,,1.0
RD-859,YUZH,,,20.1,312.0,,1.0
Astris,MBB,,,22.5,297.0,361.0,1.0
RD-0231,KBKHA,,,29.0,275.0,,1.0
17D61,KHMM,,,29.4,307.9,600.0,1.0
11D430,KHMM,,,29.4,307.0,,1.0
RD-0207,KBKHA,,,30.9,297.0,,1.0
RD-0214,KBKHA,,,31.0,293.0,,1.0
S5.51,ISAEV,,,33.2,314.0,,1.0
AJ10-138,AJGC,,,35.6,311.0,440.0,1.0
AJ10-138A,AJGC,,,35.6,309.3,,1.0
AJ10-138 (early),AJGC,,,35.6,302.0,430.0,1.0
AJ10-118F,AJGC,,,41.4,280.0,,1.0
TR-201,TRW,,,41.9,301.3,,1.0
AJ10-118K,AJGC,,,43.7,319.2,431.0,1.0
11D79,SOYUZ,,,44.0,295.0,,1.0
AJ10-118FJ,AJGC,,,44.1,319.2,430.0,1.0
YF-40,CALT,,,49.0,295.0,,1.0
YF-40A,CALT,,,49.0,295.0,,1.0
LE-3,MHIME,,,54.0,285.0,250.0,1.0
RD-856,YUZH,,,54.2,281.0,,1.0
Coralie,LRBA,,,67.0,281.0,105.0,1.0
Vexin A,LRBA,,,68.6,277.0,,1.0
Super Draco,SPXTX,,,73.0,235.0,25.0,1.0
RD-854,YUZH,,,75.0,312.0,,1.0
Vexin B,LRBA,,,75.4,251.0,,1.0
RD-0221,KBKHA,,,78.0,330.0,,1.0
RD-861,YUZH,,,78.7,314.4,130.0,1.0
RD-861K,YUZHM,,,77.6,330.0,470.0,1.0
YF-40,SLREC,,,98.1,303.0,303.0,1.0
Vexin C,LRBA,,,99.1,251.0,,1.0
RD R-29RM St 2,UNK,,,100.0,,94.0,1.0
RD R-29 St 2,UNK,,,100.0,,94.0,1.0
RD R-29RM St 3,UNK,,,100.0,,87.0,1.0
8D725,EMASH,,,117.0,325.0,,1.0
RD-0242,KBKHA,,,123.6,303.0,,1.0
V-825,KLIMOV,,,131.0,,40.0,1.0
15D13,KLIMOV,,,131.0,325.0,,1.0
5D22,KLIMOV,,,131.0,,40.0,1.0
51T6B ZhRD,KLIMOV,,,131.0,,40.0,1.0
A-350 Sustainer,KLIMOV,,,131.0,,40.0,1.0
RD-862,YUZH,,,142.6,331.0,,1.0
RD-857,YUZH,,,147.0,330.0,215.0,1.0
Topaze,SEP,,,150.0,260.0,40.0,1.0
11D49,KHMM,,,157.5,303.0,335.0,1.0
RD-0245,KBKHA,,,211.0,300.0,,1.0
RD-0216,PERM,,,219.0,313.0,,1.0
RD-0217,KBKHA,,,219.0,313.0,,1.0
RD-0235,KOKT,,,240.0,320.0,,1.0
4D10,ISAEV,,,255.0,,128.0,1.0
KPN-4D10,ISAEV,,,255.0,,128.0,1.0
RD-863,YUZH,,,276.8,301.0,,1.0
RD-855,YUZH,,,285.4,292.0,,1.0
HS-15,KPA,,,350.0,,,1.0
Valois,LRBA,,39000.0,415.0,265.0,119.0,1.0
LR91,AJGC,,,440.0,316.0,182.0,1.0
LR91AJ5,AJGC,,,440.0,316.0,182.0,1.0
LR91AJ9,AJGC,,,440.0,316.0,182.0,1.0
Hwasong-12,KPA,,,470.0,,128.0,1.0
LR91AJ11,AJGC,,,472.2,316.0,223.0,1.0
LR91AJ11A,AJGC,,,472.2,316.0,223.0,1.0
RD-0233,KBKHA,,,520.0,310.0,,1.0
15D14,KLIMOV,,,,,,1.0
RD-0203,KBKHA,,,560.0,,,1.0
RD-0204,KBKHA,,,560.0,,,1.0
RD-0206,KBKHA,,,590.0,,,1.0
RD-0210,KBKHA,,,582.5,326.5,210.0,1.0
RD-0211,KBKHA,,,582.5,326.5,210.0,1.0
RD-0213,KBKHA,,,583.0,326.5,230.0,1.0
Viking V,SEP,,,693.0,280.6,142.0,1.0
YF-20,SLREC,,,696.0,289.0,128.0,4.0
YF-25,SLREC,,,696.0,289.0,128.0,4.0
Viking IV,SEP,,,713.0,295.6,136.0,1.0
YF-23,SLREC,,,716.0,286.9,117.4,1.0
Vikas,VSSC,,109000.0,724.0,293.0,158.0,1.0
YF-20B,SLREC,,,740.0,289.0,166.0,4.0
YF-21,SLREC,,,740.4,260.7,122.0,1.0
YF-22,SLREC,,,742.0,298.0,109.0,1.0
YF-22B,SLREC,,,742.0,287.6,126.8,1.0
YF-22B',SLREC,,,742.0,298.0,126.8,1.0
RD-0228,KBKHA,,,755.0,,153.0,1.0
Viking VC,SEP,,,758.5,278.4,205.0,1.0
Viking VI,SEP,,,758.5,278.0,140.0,1.0
RD-0255,KBKHA,,,760.0,,153.0,1.0
RD-0256,KBKHA,,,760.0,,153.0,1.0
Viking IVB,SEP,,,785.0,293.5,126.0,1.0
Vikas 4B,VSSC,,,799.0,281.0,200.0,1.0
RD-0244,KRAS,,,825.8,300.0,79.0,1.0
HTVE,VSSC,,,846.8,281.0,200.0,1.0
RD-250,EMASH,,,882.0,269.6,120.0,2.0
RD-252,EMASH,,,902.0,317.6,160.0,2.0
RD-262,EMASH,,,941.0,318.0,160.0,2.0
LR87AJ5,AJGC,,,1045.0,296.0,147.0,1.0
RD-263,YUZHM,,,1131.0,,98.0,1.0
LR87,AJGC,,,1226.0,304.0,164.0,1.0
LR87AJ9,AJGC,,,1226.0,304.0,164.0,1.0
LR87AJ11,AJGC,,,1226.0,304.0,164.0,1.0
LR87AJ11A,AJGC,,,1226.0,302.0,164.0,1.0
RD-268,EMASH,,,1236.0,319.0,,1.0
RD-273,EMASH,,,1239.0,,98.0,1.0
RD-253,EMASH,,,1635.0,316.0,120.0,1.0
RD-253 14D14,PERM,,,1750.0,316.0,120.0,1.0
RD-275,EMASH,,,1745.0,317.0,130.0,1.0
RD-251,YUZHM,,,2643.0,301.0,120.0,1.0
RD-261,YUZHM,,,3032.0,270.0,120.0,2.0
RD-119,EMASH,,,105.0,352.0,,1.0
Redstone A-7,ABMA,,58000.0,416.2,265.0,155.0,1.0
RD-112,EMASH,,,1089.0,344.0,,1.0
RD-113,EMASH,,,1138.0,360.0,,1.0
RD-114,EMASH,,,1653.0,341.0,,1.0
RD-115,EMASH,,,1726.0,357.0,,1.0
MX-774,RMI,,,9.0,,75.0,1.0
Momo,IST,,,12.0,,100.0,1.0
Xaero,MASTEN,,,13.2,,,1.0
STIG-B,ARMAD,,,22.5,200.0,50.0,1.0
STIG-A,ARMAD,,,22.5,200.0,50.0,1.0
SARGE,EXOSA,,,24.1,200.0,60.0,1.0
Hermes A-1,GEMTS,,,71.0,,,1.0
Hermes A-3A,GEMTS,,,80.0,242.0,,1.0
NRL Viking,RMI,,,93.5,195.0,70.0,1.0
Hermes A-3B,GEMTS,,,100.0,242.0,,1.0
RD-100,EMASH,,,307.0,206.0,63.0,1.0
A-4,HVP,,,312.0,203.0,68.0,1.0
XLR-43-NA-1,NAADR,,,333.0,,,1.0
DF-1,CALT,,,363.0,210.0,,1.0
RD-101,YUZHM,,,363.0,210.0,,1.0
RD-103,EMASH,,,500.0,220.0,,1.0
RD-103M,YUZHM,,,500.0,220.0,,1.0
XLR-83-NA-1,NAADR,,,602.0,273.0,,1.0
XLR-11,RMI,,,36.0,,100.0,4.0
XLR-99,RMD,,,257.0,276.0,100.0,1.0
Curie,RLABU,,,0.1,303.0,,1.0
BW1-2,PERI,,,,348.0,,1.0
BW1-1,PERI,,,,348.0,150.0,1.0
PWR35M,PWRD,,,,,,1.0
JD-1,XJRY,,,150.0,355.0,,1.0
TQ-11,LANDSP,,,658.0,,,1.0
TQ-12,LANDSP,,,800.0,350.0,,1.0
JD-2,XJRY,,,1000.0,300.0,,1.0
Raptor SL,SPX,,,1950.0,,,1.0
Raptor Vac,SPX,,,2150.0,,,1.0
BE-4,BLORTX,,,2447.0,,,1.0
Buran UD,OKB1,,,4.0,280.0,,1.0
SALVO Ventions,VENT,,,4.4,,,1.0
XR-5K18,XCOR,,,12.9,,,1.0
Astra E1,ASTRV,,,18.0,,,1.0
Rutherford,RLABU,,,20.3,311.0,,1.0
Rutherford Vac,RLABU,,,22.0,343.0,,1.0
NewtonFour,VORB,,,22.0,,,1.0
Delphin,ASTRV,,,28.0,,,1.0
Aether,ASTRV,,,28.0,,,1.0
Kestrel,SPXTX,,,33.0,317.0,378.0,1.0
RO-5,KBKHA,,,49.9,316.0,450.0,1.0
RO-7,KBKHA,,,54.5,323.0,430.0,1.0
S1.5400,OKB1,,,66.7,340.0,250.0,1.0
KARI-7,KARI,,,69.0,,,1.0
RD-8,YUZH,,,78.4,342.0,,1.0
11D58,EMASH,,,85.0,349.0,600.0,1.0
11D58M,VORO,,,83.5,362.0,680.0,1.0
17D12,VORO,,,86.3,362.0,680.0,1.0
X-405,GEMTS,,,120.0,,144.0,1.0
KSR-III,KARI,,,126.0,,59.0,1.0
YF-115,TIANJ,,,176.5,342.0,,1.0
MA-2/S,RDYNE,,,254.0,213.0,281.0,1.0
MA-3/S,RDYNE,,,254.0,214.0,,1.0
Fastrac,MSFC,,,265.0,,,1.0
MA-1/S,RDYNE,,,267.0,210.0,253.6,1.0
MA-5/S,RDYNE,,,269.2,220.0,,1.0
RD-0124,KBKHA,,,294.3,359.0,,1.0
RD-0124A,KBKHA,,,294.3,359.0,424.0,1.0
RD-0124N,KBKHA,,,294.3,359.0,,1.0
11D55,KBKHA,,,298.0,326.0,250.0,4.0
RD-0110,KBKHA,,,297.9,325.0,240.0,4.0
RD-0107,KBKHA,,,297.9,326.0,250.0,4.0
RD-0106,KBKHA,,,300.0,325.0,140.0,4.0
NewtonThree,VORB,,,330.0,,,1.0
Merlin 1A,SPXTX,,,378.0,304.0,169.0,1.0
MA-5A/S,RDYNE,,,380.6,311.0,274.0,1.0
Merlin 1C,SPXTX,,,400.0,304.0,169.0,1.0
NK-21,NKE,,,402.0,353.0,370.0,1.0
NK-31,NKE,,,402.0,,400.0,1.0
Merlin 1C-Vac,SPXTX,,,427.0,342.0,169.0,1.0
NK-19,NKE,,,445.0,353.0,443.0,1.0
G-38,RDYNE,,,534.0,282.0,,1.0
Merlin 1C+,SPXTX,,,572.0,304.0,169.0,1.0
Merlin 1D,SPXTX,,,616.0,304.8,169.0,1.0
S-3D,RDYNE,,120100.0,667.0,247.0,180.0,1.0
MB-3,RDYNE,,116000.0,710.0,,160.0,1.0
Merlin 1D-FT,SPXTX,,,720.0,304.8,169.0,1.0
H-1,RDYNE,,,721.0,263.0,115.0,1.0
KARI-75,KARI,,,747.3,298.0,150.0,1.0
RZ.2,RROY,,,756.0,248.0,146.0,1.0
MB-3-2,RDYNE,,,760.0,,170.0,1.0
MB-3-3,RDYNE,,,779.0,,170.0,1.0
MB-3 DM-21,RDYNE,,,779.0,,170.0,1.0
Merlin 1D-4,SPXTX,,,780.0,304.8,169.0,1.0
Merlin 1D-Vac,SPXTX,,,801.0,345.0,372.0,1.0
RD-120,YUZHM,,,834.0,350.0,,1.0
Merlin 1D-5,SPXTX,,,845.0,304.8,169.0,1.0
8D75PS,EMASH,,,941.0,308.0,340.0,4.0
8D75,EMASH,,,941.0,308.0,340.0,4.0
8D727,EMASH,,,833.0,308.0,340.0,4.0
8D74PS,EMASH,,,1000.0,306.0,146.0,4.0
8D74,EMASH,,,1000.0,256.0,140.0,4.0
8D728,EMASH,,,921.0,257.0,140.0,4.0
11D511,EMASH,,,978.0,316.0,290.0,4.0
RD-107,EMASH,,,991.7,310.0,120.0,4.0
RD-108,MOTOS,,,997.1,311.0,286.0,4.0
11D512,EMASH,,,1000.0,314.5,120.0,4.0
RD-108PF,EMASH,,,1009.4,311.0,286.0,4.0
RD-107A,EMASH,,,1000.0,310.0,120.0,4.0
RD-108A,EMASH,,,1000.0,311.0,286.0,4.0
RS-27,RDYNE,,,1023.0,295.0,274.0,1.0
RS-27A,RDYNE,,,1086.0,302.0,261.0,1.0
YF-100,TIANJ,,,1200.0,305.0,155.0,1.0
MA-1/B-A,RDYNE,,,1210.0,245.0,125.0,2.0
MA-1/B,RDYNE,,,1335.0,245.0,128.0,2.0
RD-111 (1),EMASH,,,1373.0,327.0,,4.0
MA-2/B,RDYNE,,,1375.0,248.0,135.0,2.0
RD-111,EMASH,,,1381.0,312.0,108.0,4.0
MA-3/B,RDYNE,,,1468.0,250.0,,2.0
NK-33,NKE,,,1510.0,,110.0,1.0
AJ26-62,AJ,,,1510.0,,,2.0
RD-151,EMASH,,,1670.0,337.0,229.0,1.0
MA-5/B,RDYNE,,,1677.0,259.0,,2.0
NK-15,NKE,,,1677.0,284.0,125.0,1.0
NK-43,NKE,,,1750.0,,130.0,1.0
NK-15V,NKE,,,1755.0,346.0,120.0,1.0
RD-181,EMASH,,,1922.0,311.9,,1.0
NK-33A,NKE,,,1962.0,331.2,,1.0
MA-5A/B,RDYNE,,,2065.0,293.4,165.0,2.0
RD-191,EMASH,,,2079.0,337.0,150.0,1.0
RD-180,EMASH,,,4152.0,337.8,190.0,2.0
F-1,RDYNE,,,6680.0,260.0,,1.0
RD-170,EMASH,,,7908.0,337.0,,4.0
RD-171,EMASH,,,7908.0,337.0,,4.0
YF-73,SLREC,,,44.1,425.0,800.0,4.0
HM-7,SEP,,,61.7,442.6,510.1,1.0
HM-7B,SEP,,,64.8,445.1,745.0,1.0
RL10,PWFL,,,66.7,433.0,470.0,1.0
RL10A-1,PWFL,,,66.7,425.0,430.0,1.0
RL10A-3,PWFL,,,65.6,444.0,470.0,1.0
ICE,ISRO,,,69.5,452.0,720.0,1.0
RL10A-3A,PWFL,,,73.4,444.0,550.0,1.0
RL10A-3-3A,PWFL,,,73.4,444.0,550.0,1.0
KVD-1M,KHMM,,,75.0,460.0,675.0,1.0
YF-75,SLREC,,,78.5,440.0,470.0,1.0
YF-75D,SLREC,,,88.3,442.0,700.0,1.0
RL10A-4,PWFL,,,92.6,449.0,370.0,1.0
RL10A-4-1,PWFL,,,99.2,450.5,370.0,1.0
RL10A-4-1B,PWFL,,,99.2,450.5,370.0,1.0
RL10A-4-2,PWFL,,,99.2,451.0,370.0,1.0
LE-5,MHIME,,,107.0,448.0,370.0,1.0
RL10B-2,PWFL,,,110.1,465.5,700.0,1.0
RL10C-1,PWFL,,,101.8,449.7,700.0,1.0
RL10C-2,PWFL,,,110.0,462.5,700.0,1.0
RL10CX,PWFL,,,120.0,462.5,700.0,1.0
LE-5A,MHIME,,,122.0,452.0,600.0,1.0
LE-5B,MHIME,,,137.0,447.0,530.0,1.0
CE-20,VSSC,,,186.0,443.0,550.0,1.0
BE-3 (BLOR),BLOR,,,490.0,,145.0,1.0
YF-77,CALT,,,673.0,438.0,500.0,1.0
J-2,RDYNE,,,1023.0,427.0,,1.0
LE-7,MHIME,,,1080.0,445.6,346.0,1.0
LE-7A,MHIME,,,1100.0,440.0,390.0,1.0
Vulcain,SEP,,,1114.0,430.0,589.0,1.0
Vulcain 2,SEP,,,1300.0,434.0,589.0,1.0
J-2X,PWRD,,,1308.0,448.0,465.0,1.0
RD-0120,KBKHA,,,1961.0,455.0,480.0,1.0
SSME,RDYNE,,,2100.0,452.5,516.0,1.0
RS-68,RDYNE,,,2950.0,409.0,,1.0
RS-68A,RDYNE,,,3124.0,414.0,,1.0
PPS-1350,SEPVR,,,92.0E-6,1800.0,,1.0
PPS-5000,SNECMS,,,0.5E-3,2000.0,,1.0
XIPS-25,L3HED,,,0.1E-3,3550.0,,1.0
NSTAR-30,L3HED,,,0.1E-3,3550.0,,1.0
Starlink Kr EPS,SPXS,,,,,,1.0
